FIPS,county_state,year,pop
48291,"Liberty County, Texas",2004,74285
48291,"Liberty County, Texas",2005,74303
48291,"Liberty County, Texas",2006,74269
48291,"Liberty County, Texas",2007,74515
48291,"Liberty County, Texas",2008,74915
48291,"Liberty County, Texas",2009,75041
48291,"Liberty County, Texas",2010,75859
48291,"Liberty County, Texas",2011,75990
48291,"Liberty County, Texas",2012,76370
48291,"Liberty County, Texas",2013,76849
48291,"Liberty County, Texas",2014,78045
39089,"Licking County, Ohio",2000,146268
39089,"Licking County, Ohio",2001,148226
39089,"Licking County, Ohio",2002,150061
39089,"Licking County, Ohio",2003,152582
39089,"Licking County, Ohio",2004,155264
39089,"Licking County, Ohio",2005,157950
39089,"Licking County, Ohio",2006,160263
39089,"Licking County, Ohio",2007,162375
39089,"Licking County, Ohio",2008,163916
39089,"Licking County, Ohio",2009,165283
39089,"Licking County, Ohio",2010,166705
39089,"Licking County, Ohio",2011,167164
39089,"Licking County, Ohio",2012,167589
39089,"Licking County, Ohio",2013,168461
39089,"Licking County, Ohio",2014,169410
01083,"Limestone County, Alabama",2000,65966
01083,"Limestone County, Alabama",2001,66936
01083,"Limestone County, Alabama",2002,67677
01083,"Limestone County, Alabama",2003,68578
01083,"Limestone County, Alabama",2004,69593
01083,"Limestone County, Alabama",2005,71303
01083,"Limestone County, Alabama",2006,73651
01083,"Limestone County, Alabama",2007,76063
01083,"Limestone County, Alabama",2008,78835
01083,"Limestone County, Alabama",2009,81326
01083,"Limestone County, Alabama",2010,83181
01083,"Limestone County, Alabama",2011,85557
01083,"Limestone County, Alabama",2012,87326
01083,"Limestone County, Alabama",2013,88916
01083,"Limestone County, Alabama",2014,90599
48293,"Limestone County, Texas",2000,22053
48293,"Limestone County, Texas",2001,22159
48293,"Limestone County, Texas",2002,22486
48293,"Limestone County, Texas",2003,22721
48293,"Limestone County, Texas",2004,22942
48293,"Limestone County, Texas",2005,22919
48293,"Limestone County, Texas",2006,23093
48293,"Limestone County, Texas",2007,23090
48293,"Limestone County, Texas",2008,23065
48293,"Limestone County, Texas",2009,23173
48293,"Limestone County, Texas",2010,23492
48293,"Limestone County, Texas",2011,23591
48293,"Limestone County, Texas",2012,23686
48293,"Limestone County, Texas",2013,23440
48293,"Limestone County, Texas",2014,23529
05079,"Lincoln County, Arkansas",2000,14477
05079,"Lincoln County, Arkansas",2001,14505
05079,"Lincoln County, Arkansas",2002,14571
05079,"Lincoln County, Arkansas",2003,14578
05079,"Lincoln County, Arkansas",2004,14466
05079,"Lincoln County, Arkansas",2005,14496
05079,"Lincoln County, Arkansas",2006,14315
05079,"Lincoln County, Arkansas",2007,14237
05079,"Lincoln County, Arkansas",2008,14176
05079,"Lincoln County, Arkansas",2009,14185
05079,"Lincoln County, Arkansas",2010,14089
05079,"Lincoln County, Arkansas",2011,14339
05079,"Lincoln County, Arkansas",2012,14180
05079,"Lincoln County, Arkansas",2013,14063
05079,"Lincoln County, Arkansas",2014,14025
08073,"Lincoln County, Colorado",2000,6070
08073,"Lincoln County, Colorado",2001,5912
08073,"Lincoln County, Colorado",2002,5936
08073,"Lincoln County, Colorado",2003,5904
08073,"Lincoln County, Colorado",2004,5751
08073,"Lincoln County, Colorado",2005,5644
08073,"Lincoln County, Colorado",2006,5530
08073,"Lincoln County, Colorado",2007,5484
08073,"Lincoln County, Colorado",2008,5468
08073,"Lincoln County, Colorado",2009,5423
08073,"Lincoln County, Colorado",2010,5471
08073,"Lincoln County, Colorado",2011,5419
08073,"Lincoln County, Colorado",2012,5440
08073,"Lincoln County, Colorado",2013,5435
08073,"Lincoln County, Colorado",2014,5501
13181,"Lincoln County, Georgia",2000,8335
13181,"Lincoln County, Georgia",2001,8375
13181,"Lincoln County, Georgia",2002,8375
13181,"Lincoln County, Georgia",2003,8357
13181,"Lincoln County, Georgia",2004,8284
13181,"Lincoln County, Georgia",2005,8274
13181,"Lincoln County, Georgia",2006,8198
13181,"Lincoln County, Georgia",2007,8161
13181,"Lincoln County, Georgia",2008,8156
13181,"Lincoln County, Georgia",2009,8073
13181,"Lincoln County, Georgia",2010,7970
13181,"Lincoln County, Georgia",2011,7872
13181,"Lincoln County, Georgia",2012,7764
13181,"Lincoln County, Georgia",2013,7734
13181,"Lincoln County, Georgia",2014,7644
16063,"Lincoln County, Idaho",2000,4051
16063,"Lincoln County, Idaho",2001,4159
16063,"Lincoln County, Idaho",2002,4242
16063,"Lincoln County, Idaho",2003,4372
16063,"Lincoln County, Idaho",2004,4441
16063,"Lincoln County, Idaho",2005,4694
16063,"Lincoln County, Idaho",2006,4762
16063,"Lincoln County, Idaho",2007,4938
16063,"Lincoln County, Idaho",2008,5041
16063,"Lincoln County, Idaho",2009,5151
16063,"Lincoln County, Idaho",2010,5206
16063,"Lincoln County, Idaho",2011,5132
16063,"Lincoln County, Idaho",2012,5262
16063,"Lincoln County, Idaho",2013,5329
16063,"Lincoln County, Idaho",2014,5331
20105,"Lincoln County, Kansas",2000,3576
20105,"Lincoln County, Kansas",2001,3560
20105,"Lincoln County, Kansas",2002,3513
20105,"Lincoln County, Kansas",2003,3536
20105,"Lincoln County, Kansas",2004,3414
20105,"Lincoln County, Kansas",2005,3443
20105,"Lincoln County, Kansas",2006,3360
20105,"Lincoln County, Kansas",2007,3365
20105,"Lincoln County, Kansas",2008,3333
20105,"Lincoln County, Kansas",2009,3249
20105,"Lincoln County, Kansas",2010,3244
20105,"Lincoln County, Kansas",2011,3234
20105,"Lincoln County, Kansas",2012,3181
20105,"Lincoln County, Kansas",2013,3161
20105,"Lincoln County, Kansas",2014,3184
21137,"Lincoln County, Kentucky",2000,23410
21137,"Lincoln County, Kentucky",2001,23704
21137,"Lincoln County, Kentucky",2002,23845
21137,"Lincoln County, Kentucky",2003,24109
21137,"Lincoln County, Kentucky",2004,24309
21137,"Lincoln County, Kentucky",2005,24719
21137,"Lincoln County, Kentucky",2006,24838
21137,"Lincoln County, Kentucky",2007,24875
21137,"Lincoln County, Kentucky",2008,24664
21137,"Lincoln County, Kentucky",2009,24776
21137,"Lincoln County, Kentucky",2010,24724
21137,"Lincoln County, Kentucky",2011,24721
21137,"Lincoln County, Kentucky",2012,24404
21137,"Lincoln County, Kentucky",2013,24438
21137,"Lincoln County, Kentucky",2014,24429
23015,"Lincoln County, Maine",2000,33697
23015,"Lincoln County, Maine",2001,33968
23015,"Lincoln County, Maine",2002,34206
23015,"Lincoln County, Maine",2003,34495
23015,"Lincoln County, Maine",2004,34827
23015,"Lincoln County, Maine",2005,34864
23015,"Lincoln County, Maine",2006,34904
23015,"Lincoln County, Maine",2007,34899
23015,"Lincoln County, Maine",2008,34768
23015,"Lincoln County, Maine",2009,34627
23015,"Lincoln County, Maine",2010,34385
23015,"Lincoln County, Maine",2011,34269
23015,"Lincoln County, Maine",2012,34152
23015,"Lincoln County, Maine",2013,34087
23015,"Lincoln County, Maine",2014,34047
27081,"Lincoln County, Minnesota",2000,6403
27081,"Lincoln County, Minnesota",2001,6335
27081,"Lincoln County, Minnesota",2002,6248
27081,"Lincoln County, Minnesota",2003,6222
27081,"Lincoln County, Minnesota",2004,6138
27081,"Lincoln County, Minnesota",2005,6074
27081,"Lincoln County, Minnesota",2006,6003
27081,"Lincoln County, Minnesota",2007,5949
27081,"Lincoln County, Minnesota",2008,5937
27081,"Lincoln County, Minnesota",2009,5892
27081,"Lincoln County, Minnesota",2010,5885
27081,"Lincoln County, Minnesota",2011,5808
27081,"Lincoln County, Minnesota",2012,5754
27081,"Lincoln County, Minnesota",2013,5755
27081,"Lincoln County, Minnesota",2014,5765
28085,"Lincoln County, Mississippi",2000,33163
28085,"Lincoln County, Mississippi",2001,33188
28085,"Lincoln County, Mississippi",2002,33326
28085,"Lincoln County, Mississippi",2003,33407
28085,"Lincoln County, Mississippi",2004,33490
28085,"Lincoln County, Mississippi",2005,33748
28085,"Lincoln County, Mississippi",2006,34248
28085,"Lincoln County, Mississippi",2007,34398
28085,"Lincoln County, Mississippi",2008,34724
28085,"Lincoln County, Mississippi",2009,34877
28085,"Lincoln County, Mississippi",2010,34896
28085,"Lincoln County, Mississippi",2011,34871
28085,"Lincoln County, Mississippi",2012,34846
28085,"Lincoln County, Mississippi",2013,34725
28085,"Lincoln County, Mississippi",2014,34733
29113,"Lincoln County, Missouri",2000,39196
29113,"Lincoln County, Missouri",2001,40610
29113,"Lincoln County, Missouri",2002,41970
29113,"Lincoln County, Missouri",2003,43580
29113,"Lincoln County, Missouri",2004,44995
29113,"Lincoln County, Missouri",2005,46945
29113,"Lincoln County, Missouri",2006,49117
29113,"Lincoln County, Missouri",2007,50758
29113,"Lincoln County, Missouri",2008,51847
29113,"Lincoln County, Missouri",2009,52243
29113,"Lincoln County, Missouri",2010,52674
29113,"Lincoln County, Missouri",2011,53051
29113,"Lincoln County, Missouri",2012,53265
29113,"Lincoln County, Missouri",2013,53785
29113,"Lincoln County, Missouri",2014,54170
30053,"Lincoln County, Montana",2000,18818
30053,"Lincoln County, Montana",2001,18646
30053,"Lincoln County, Montana",2002,18669
30053,"Lincoln County, Montana",2003,18861
30053,"Lincoln County, Montana",2004,18991
30053,"Lincoln County, Montana",2005,19180
30053,"Lincoln County, Montana",2006,19228
30053,"Lincoln County, Montana",2007,19440
30053,"Lincoln County, Montana",2008,19541
30053,"Lincoln County, Montana",2009,19657
30053,"Lincoln County, Montana",2010,19694
30053,"Lincoln County, Montana",2011,19625
30053,"Lincoln County, Montana",2012,19485
30053,"Lincoln County, Montana",2013,19424
30053,"Lincoln County, Montana",2014,19186
31111,"Lincoln County, Nebraska",2000,34660
31111,"Lincoln County, Nebraska",2001,34669
31111,"Lincoln County, Nebraska",2002,34525
31111,"Lincoln County, Nebraska",2003,34776
31111,"Lincoln County, Nebraska",2004,35177
31111,"Lincoln County, Nebraska",2005,35577
31111,"Lincoln County, Nebraska",2006,35973
31111,"Lincoln County, Nebraska",2007,36011
31111,"Lincoln County, Nebraska",2008,36301
31111,"Lincoln County, Nebraska",2009,36280
31111,"Lincoln County, Nebraska",2010,36250
31111,"Lincoln County, Nebraska",2011,36030
31111,"Lincoln County, Nebraska",2012,35973
31111,"Lincoln County, Nebraska",2013,35936
31111,"Lincoln County, Nebraska",2014,35648
32017,"Lincoln County, Nevada",2000,4179
32017,"Lincoln County, Nevada",2001,4194
32017,"Lincoln County, Nevada",2002,4294
32017,"Lincoln County, Nevada",2003,4366
32017,"Lincoln County, Nevada",2004,4401
32017,"Lincoln County, Nevada",2005,4612
32017,"Lincoln County, Nevada",2006,4729
32017,"Lincoln County, Nevada",2007,4859
32017,"Lincoln County, Nevada",2008,5106
32017,"Lincoln County, Nevada",2009,5246
32017,"Lincoln County, Nevada",2010,5351
32017,"Lincoln County, Nevada",2011,5269
32017,"Lincoln County, Nevada",2012,5371
32017,"Lincoln County, Nevada",2013,5267
32017,"Lincoln County, Nevada",2014,5199
35027,"Lincoln County, New Mexico",2000,19477
35027,"Lincoln County, New Mexico",2001,19333
35027,"Lincoln County, New Mexico",2002,19467
35027,"Lincoln County, New Mexico",2003,19930
35027,"Lincoln County, New Mexico",2004,20242
35027,"Lincoln County, New Mexico",2005,20453
35027,"Lincoln County, New Mexico",2006,20588
35027,"Lincoln County, New Mexico",2007,20442
35027,"Lincoln County, New Mexico",2008,20458
35027,"Lincoln County, New Mexico",2009,20521
35027,"Lincoln County, New Mexico",2010,20450
35027,"Lincoln County, New Mexico",2011,20406
35027,"Lincoln County, New Mexico",2012,20194
35027,"Lincoln County, New Mexico",2013,19976
35027,"Lincoln County, New Mexico",2014,19597
37109,"Lincoln County, North Carolina",2000,64152
37109,"Lincoln County, North Carolina",2001,65352
37109,"Lincoln County, North Carolina",2002,66400
37109,"Lincoln County, North Carolina",2003,67444
37109,"Lincoln County, North Carolina",2004,68267
37109,"Lincoln County, North Carolina",2005,69902
37109,"Lincoln County, North Carolina",2006,72179
37109,"Lincoln County, North Carolina",2007,74139
37109,"Lincoln County, North Carolina",2008,76143
37109,"Lincoln County, North Carolina",2009,77573
37109,"Lincoln County, North Carolina",2010,78134
37109,"Lincoln County, North Carolina",2011,78297
37109,"Lincoln County, North Carolina",2012,78729
37109,"Lincoln County, North Carolina",2013,79111
37109,"Lincoln County, North Carolina",2014,79446
40081,"Lincoln County, Oklahoma",2000,32155
40081,"Lincoln County, Oklahoma",2001,32295
40081,"Lincoln County, Oklahoma",2002,32489
40081,"Lincoln County, Oklahoma",2003,32672
40081,"Lincoln County, Oklahoma",2004,32875
40081,"Lincoln County, Oklahoma",2005,33011
40081,"Lincoln County, Oklahoma",2006,33441
40081,"Lincoln County, Oklahoma",2007,33636
40081,"Lincoln County, Oklahoma",2008,33710
40081,"Lincoln County, Oklahoma",2009,34027
40081,"Lincoln County, Oklahoma",2010,34356
40081,"Lincoln County, Oklahoma",2011,34254
40081,"Lincoln County, Oklahoma",2012,34156
40081,"Lincoln County, Oklahoma",2013,34235
40081,"Lincoln County, Oklahoma",2014,34527
41041,"Lincoln County, Oregon",2000,44317
41041,"Lincoln County, Oregon",2001,43854
41041,"Lincoln County, Oregon",2002,44270
41041,"Lincoln County, Oregon",2003,44421
41041,"Lincoln County, Oregon",2004,44877
41041,"Lincoln County, Oregon",2005,45347
41041,"Lincoln County, Oregon",2006,45529
41041,"Lincoln County, Oregon",2007,45798
41041,"Lincoln County, Oregon",2008,45915
41041,"Lincoln County, Oregon",2009,45989
41041,"Lincoln County, Oregon",2010,45999
41041,"Lincoln County, Oregon",2011,45871
41041,"Lincoln County, Oregon",2012,46164
41041,"Lincoln County, Oregon",2013,46322
41041,"Lincoln County, Oregon",2014,46343
46083,"Lincoln County, South Dakota",2000,24557
46083,"Lincoln County, South Dakota",2001,26322
46083,"Lincoln County, South Dakota",2002,28032
46083,"Lincoln County, South Dakota",2003,29720
46083,"Lincoln County, South Dakota",2004,32343
46083,"Lincoln County, South Dakota",2005,34598
46083,"Lincoln County, South Dakota",2006,36885
46083,"Lincoln County, South Dakota",2007,39260
46083,"Lincoln County, South Dakota",2008,41590
46083,"Lincoln County, South Dakota",2009,43522
46083,"Lincoln County, South Dakota",2010,45183
46083,"Lincoln County, South Dakota",2011,46800
46083,"Lincoln County, South Dakota",2012,48399
46083,"Lincoln County, South Dakota",2013,49891
46083,"Lincoln County, South Dakota",2014,51571
47103,"Lincoln County, Tennessee",2000,31381
47103,"Lincoln County, Tennessee",2001,31515
47103,"Lincoln County, Tennessee",2002,31540
47103,"Lincoln County, Tennessee",2003,31663
47103,"Lincoln County, Tennessee",2004,31665
47103,"Lincoln County, Tennessee",2005,32014
47103,"Lincoln County, Tennessee",2006,32310
47103,"Lincoln County, Tennessee",2007,32563
47103,"Lincoln County, Tennessee",2008,32975
47103,"Lincoln County, Tennessee",2009,33138
47103,"Lincoln County, Tennessee",2010,33382
47103,"Lincoln County, Tennessee",2011,33387
47103,"Lincoln County, Tennessee",2012,33379
47103,"Lincoln County, Tennessee",2013,33499
47103,"Lincoln County, Tennessee",2014,33443
53043,"Lincoln County, Washington",2000,10143
53043,"Lincoln County, Washington",2001,10123
53043,"Lincoln County, Washington",2002,10092
53043,"Lincoln County, Washington",2003,10206
53043,"Lincoln County, Washington",2004,10442
53043,"Lincoln County, Washington",2005,10350
53043,"Lincoln County, Washington",2006,10418
53043,"Lincoln County, Washington",2007,10509
53043,"Lincoln County, Washington",2008,10608
53043,"Lincoln County, Washington",2009,10570
53043,"Lincoln County, Washington",2010,10573
53043,"Lincoln County, Washington",2011,10526
53043,"Lincoln County, Washington",2012,10429
53043,"Lincoln County, Washington",2013,10295
53043,"Lincoln County, Washington",2014,10224
54043,"Lincoln County, West Virginia",2000,22115
54043,"Lincoln County, West Virginia",2001,22067
54043,"Lincoln County, West Virginia",2002,22113
54043,"Lincoln County, West Virginia",2003,22218
54043,"Lincoln County, West Virginia",2004,22168
54043,"Lincoln County, West Virginia",2005,22160
54043,"Lincoln County, West Virginia",2006,22064
54043,"Lincoln County, West Virginia",2007,21953
54043,"Lincoln County, West Virginia",2008,21881
54043,"Lincoln County, West Virginia",2009,21794
54043,"Lincoln County, West Virginia",2010,21673
54043,"Lincoln County, West Virginia",2011,21567
54043,"Lincoln County, West Virginia",2012,21607
54043,"Lincoln County, West Virginia",2013,21452
54043,"Lincoln County, West Virginia",2014,21520
55069,"Lincoln County, Wisconsin",2000,29670
55069,"Lincoln County, Wisconsin",2001,29548
55069,"Lincoln County, Wisconsin",2002,29641
55069,"Lincoln County, Wisconsin",2003,29621
55069,"Lincoln County, Wisconsin",2004,29666
55069,"Lincoln County, Wisconsin",2005,29602
55069,"Lincoln County, Wisconsin",2006,29457
55069,"Lincoln County, Wisconsin",2007,29272
55069,"Lincoln County, Wisconsin",2008,29094
55069,"Lincoln County, Wisconsin",2009,28833
55069,"Lincoln County, Wisconsin",2010,28779
55069,"Lincoln County, Wisconsin",2011,28505
55069,"Lincoln County, Wisconsin",2012,28502
55069,"Lincoln County, Wisconsin",2013,28305
55069,"Lincoln County, Wisconsin",2014,28108
56023,"Lincoln County, Wyoming",2000,14621
56023,"Lincoln County, Wyoming",2001,14697
56023,"Lincoln County, Wyoming",2002,14858
56023,"Lincoln County, Wyoming",2003,15117
56023,"Lincoln County, Wyoming",2004,15539
56023,"Lincoln County, Wyoming",2005,15917
56023,"Lincoln County, Wyoming",2006,16429
56023,"Lincoln County, Wyoming",2007,17013
56023,"Lincoln County, Wyoming",2008,17629
56023,"Lincoln County, Wyoming",2009,18082
56023,"Lincoln County, Wyoming",2010,18099
56023,"Lincoln County, Wyoming",2011,18013
56023,"Lincoln County, Wyoming",2012,17944
56023,"Lincoln County, Wyoming",2013,18320
56023,"Lincoln County, Wyoming",2014,18567
22061,"Lincoln Parish, Louisiana",2000,42575
22061,"Lincoln Parish, Louisiana",2001,42625
22061,"Lincoln Parish, Louisiana",2002,42808
22061,"Lincoln Parish, Louisiana",2003,43539
22061,"Lincoln Parish, Louisiana",2004,44272
22061,"Lincoln Parish, Louisiana",2005,44580
22061,"Lincoln Parish, Louisiana",2006,44867
22061,"Lincoln Parish, Louisiana",2007,45323
22061,"Lincoln Parish, Louisiana",2008,45726
22061,"Lincoln Parish, Louisiana",2009,46270
22061,"Lincoln Parish, Louisiana",2010,46850
22061,"Lincoln Parish, Louisiana",2011,47058
22061,"Lincoln Parish, Louisiana",2012,47026
22061,"Lincoln Parish, Louisiana",2013,47233
22061,"Lincoln Parish, Louisiana",2014,47198
19113,"Linn County, Iowa",2000,192365
19113,"Linn County, Iowa",2001,194359
19113,"Linn County, Iowa",2002,195987
19113,"Linn County, Iowa",2003,196920
19113,"Linn County, Iowa",2004,198314
19113,"Linn County, Iowa",2005,200395
19113,"Linn County, Iowa",2006,202709
19113,"Linn County, Iowa",2007,205840
19113,"Linn County, Iowa",2008,208558
19113,"Linn County, Iowa",2009,210217
19113,"Linn County, Iowa",2010,211705
19113,"Linn County, Iowa",2011,214207
19113,"Linn County, Iowa",2012,215485
19113,"Linn County, Iowa",2013,216488
19113,"Linn County, Iowa",2014,218129
20107,"Linn County, Kansas",2000,9580
20107,"Linn County, Kansas",2001,9734
20107,"Linn County, Kansas",2002,9724
20107,"Linn County, Kansas",2003,9775
20107,"Linn County, Kansas",2004,9830
20107,"Linn County, Kansas",2005,10032
20107,"Linn County, Kansas",2006,10013
20107,"Linn County, Kansas",2007,9858
20107,"Linn County, Kansas",2008,9731
20107,"Linn County, Kansas",2009,9669
20107,"Linn County, Kansas",2010,9626
20107,"Linn County, Kansas",2011,9612
20107,"Linn County, Kansas",2012,9485
20107,"Linn County, Kansas",2013,9543
20107,"Linn County, Kansas",2014,9536
29115,"Linn County, Missouri",2000,13722
29115,"Linn County, Missouri",2001,13617
29115,"Linn County, Missouri",2002,13495
29115,"Linn County, Missouri",2003,13365
29115,"Linn County, Missouri",2004,13256
29115,"Linn County, Missouri",2005,13074
29115,"Linn County, Missouri",2006,12928
29115,"Linn County, Missouri",2007,12875
29115,"Linn County, Missouri",2008,12788
29115,"Linn County, Missouri",2009,12775
29115,"Linn County, Missouri",2010,12774
29115,"Linn County, Missouri",2011,12601
29115,"Linn County, Missouri",2012,12488
29115,"Linn County, Missouri",2013,12330
29115,"Linn County, Missouri",2014,12320
41043,"Linn County, Oregon",2000,103020
41043,"Linn County, Oregon",2001,103544
41043,"Linn County, Oregon",2002,104561
41043,"Linn County, Oregon",2003,106035
41043,"Linn County, Oregon",2004,106799
41043,"Linn County, Oregon",2005,108132
41043,"Linn County, Oregon",2006,110764
41043,"Linn County, Oregon",2007,112932
41043,"Linn County, Oregon",2008,114967
41043,"Linn County, Oregon",2009,116001
41043,"Linn County, Oregon",2010,116891
41043,"Linn County, Oregon",2011,118164
41043,"Linn County, Oregon",2012,118273
41043,"Linn County, Oregon",2013,118405
41043,"Linn County, Oregon",2014,119042
48295,"Lipscomb County, Texas",2000,3025
48295,"Lipscomb County, Texas",2001,2948
48295,"Lipscomb County, Texas",2002,3033
48295,"Lipscomb County, Texas",2003,3097
48295,"Lipscomb County, Texas",2004,3028
48295,"Lipscomb County, Texas",2005,3057
48295,"Lipscomb County, Texas",2006,3115
48295,"Lipscomb County, Texas",2007,3178
48295,"Lipscomb County, Texas",2008,3183
48295,"Lipscomb County, Texas",2009,3326
48295,"Lipscomb County, Texas",2010,3283
48295,"Lipscomb County, Texas",2011,3334
48295,"Lipscomb County, Texas",2012,3447
48295,"Lipscomb County, Texas",2013,3490
48295,"Lipscomb County, Texas",2014,3553
09005,"Litchfield County, Connecticut",2000,182597
09005,"Litchfield County, Connecticut",2001,184118
09005,"Litchfield County, Connecticut",2002,185974
09005,"Litchfield County, Connecticut",2003,187424
09005,"Litchfield County, Connecticut",2004,188601
09005,"Litchfield County, Connecticut",2005,188912
09005,"Litchfield County, Connecticut",2006,189682
09005,"Litchfield County, Connecticut",2007,189866
09005,"Litchfield County, Connecticut",2008,190175
09005,"Litchfield County, Connecticut",2009,190015
09005,"Litchfield County, Connecticut",2010,189763
09005,"Litchfield County, Connecticut",2011,188972
09005,"Litchfield County, Connecticut",2012,187570
09005,"Litchfield County, Connecticut",2013,186836
09005,"Litchfield County, Connecticut",2014,185343
05081,"Little River County, Arkansas",2000,13613
05081,"Little River County, Arkansas",2001,13334
05081,"Little River County, Arkansas",2002,13413
05081,"Little River County, Arkansas",2003,13361
05081,"Little River County, Arkansas",2004,13176
05081,"Little River County, Arkansas",2005,13114
05081,"Little River County, Arkansas",2006,13147
05081,"Little River County, Arkansas",2007,13107
05081,"Little River County, Arkansas",2008,13099
05081,"Little River County, Arkansas",2009,13228
05081,"Little River County, Arkansas",2010,13132
05081,"Little River County, Arkansas",2011,12945
05081,"Little River County, Arkansas",2012,12916
05081,"Little River County, Arkansas",2013,12733
05081,"Little River County, Arkansas",2014,12503
48297,"Live Oak County, Texas",2000,12233
48297,"Live Oak County, Texas",2001,12071
48297,"Live Oak County, Texas",2002,11955
48297,"Live Oak County, Texas",2003,11768
48297,"Live Oak County, Texas",2004,11689
48297,"Live Oak County, Texas",2005,11631
48297,"Live Oak County, Texas",2006,11559
48297,"Live Oak County, Texas",2007,11528
48297,"Live Oak County, Texas",2008,11479
48297,"Live Oak County, Texas",2009,11410
48297,"Live Oak County, Texas",2010,11556
48297,"Live Oak County, Texas",2011,11507
48297,"Live Oak County, Texas",2012,11655
48297,"Live Oak County, Texas",2013,11817
48297,"Live Oak County, Texas",2014,12057
17105,"Livingston County, Illinois",2000,39751
17105,"Livingston County, Illinois",2001,39881
17105,"Livingston County, Illinois",2002,39519
17105,"Livingston County, Illinois",2003,39095
17105,"Livingston County, Illinois",2004,39145
17105,"Livingston County, Illinois",2005,39062
17105,"Livingston County, Illinois",2006,38978
17105,"Livingston County, Illinois",2007,39069
17105,"Livingston County, Illinois",2008,39071
17105,"Livingston County, Illinois",2009,39054
17105,"Livingston County, Illinois",2010,38854
17105,"Livingston County, Illinois",2011,38805
17105,"Livingston County, Illinois",2012,38511
17105,"Livingston County, Illinois",2013,37394
17105,"Livingston County, Illinois",2014,37036
21139,"Livingston County, Kentucky",2000,9811
21139,"Livingston County, Kentucky",2001,9795
21139,"Livingston County, Kentucky",2002,9742
21139,"Livingston County, Kentucky",2003,9656
21139,"Livingston County, Kentucky",2004,9589
21139,"Livingston County, Kentucky",2005,9650
21139,"Livingston County, Kentucky",2006,9594
21139,"Livingston County, Kentucky",2007,9508
21139,"Livingston County, Kentucky",2008,9458
21139,"Livingston County, Kentucky",2009,9476
21139,"Livingston County, Kentucky",2010,9520
21139,"Livingston County, Kentucky",2011,9502
21139,"Livingston County, Kentucky",2012,9435
21139,"Livingston County, Kentucky",2013,9332
21139,"Livingston County, Kentucky",2014,9329
26093,"Livingston County, Michigan",2000,158345
26093,"Livingston County, Michigan",2001,163146
26093,"Livingston County, Michigan",2002,167833
26093,"Livingston County, Michigan",2003,171357
26093,"Livingston County, Michigan",2004,175245
26093,"Livingston County, Michigan",2005,178819
26093,"Livingston County, Michigan",2006,181620
26093,"Livingston County, Michigan",2007,181903
26093,"Livingston County, Michigan",2008,181171
26093,"Livingston County, Michigan",2009,181082
26093,"Livingston County, Michigan",2010,181069
26093,"Livingston County, Michigan",2011,182043
26093,"Livingston County, Michigan",2012,182783
26093,"Livingston County, Michigan",2013,184205
26093,"Livingston County, Michigan",2014,185527
29117,"Livingston County, Missouri",2000,14519
29117,"Livingston County, Missouri",2001,14596
29117,"Livingston County, Missouri",2002,14556
29117,"Livingston County, Missouri",2003,14589
29117,"Livingston County, Missouri",2004,14604
29117,"Livingston County, Missouri",2005,14624
29117,"Livingston County, Missouri",2006,14717
29117,"Livingston County, Missouri",2007,14852
29117,"Livingston County, Missouri",2008,14929
29117,"Livingston County, Missouri",2009,15110
29117,"Livingston County, Missouri",2010,15128
29117,"Livingston County, Missouri",2011,15120
29117,"Livingston County, Missouri",2012,14997
29117,"Livingston County, Missouri",2013,14874
29117,"Livingston County, Missouri",2014,15006
36051,"Livingston County, New York",2000,64705
36051,"Livingston County, New York",2001,65088
36051,"Livingston County, New York",2002,65118
36051,"Livingston County, New York",2003,65130
36051,"Livingston County, New York",2004,65484
36051,"Livingston County, New York",2005,65322
36051,"Livingston County, New York",2006,65357
36051,"Livingston County, New York",2007,65460
36051,"Livingston County, New York",2008,65637
36051,"Livingston County, New York",2009,65420
36051,"Livingston County, New York",2010,65240
36051,"Livingston County, New York",2011,64849
36051,"Livingston County, New York",2012,64796
36051,"Livingston County, New York",2013,64627
36051,"Livingston County, New York",2014,64585
22063,"Livingston Parish, Louisiana",2000,92648
22063,"Livingston Parish, Louisiana",2001,95597
22063,"Livingston Parish, Louisiana",2002,99007
22063,"Livingston Parish, Louisiana",2003,102146
22063,"Livingston Parish, Louisiana",2004,106048
22063,"Livingston Parish, Louisiana",2005,109208
22063,"Livingston Parish, Louisiana",2006,115722
22063,"Livingston Parish, Louisiana",2007,119528
22063,"Livingston Parish, Louisiana",2008,123962
22063,"Livingston Parish, Louisiana",2009,126230
22063,"Livingston Parish, Louisiana",2010,128337
22063,"Livingston Parish, Louisiana",2011,129828
22063,"Livingston Parish, Louisiana",2012,131478
22063,"Livingston Parish, Louisiana",2013,133668
22063,"Livingston Parish, Louisiana",2014,135168
48299,"Llano County, Texas",2000,17077
48299,"Llano County, Texas",2001,17499
48299,"Llano County, Texas",2002,17872
48299,"Llano County, Texas",2003,18153
48299,"Llano County, Texas",2004,18220
48299,"Llano County, Texas",2005,18425
48299,"Llano County, Texas",2006,18502
48299,"Llano County, Texas",2007,18935
48299,"Llano County, Texas",2008,19034
48299,"Llano County, Texas",2009,19175
48299,"Llano County, Texas",2010,19336
48299,"Llano County, Texas",2011,19073
48299,"Llano County, Texas",2012,19266
48299,"Llano County, Texas",2013,19509
