FIPS,county_state,year,pop
45077,"Pickens County, South Carolina",2014,120543
47137,"Pickett County, Tennessee",2000,4933
47137,"Pickett County, Tennessee",2001,4999
47137,"Pickett County, Tennessee",2002,5097
47137,"Pickett County, Tennessee",2003,5031
47137,"Pickett County, Tennessee",2004,4984
47137,"Pickett County, Tennessee",2005,4997
47137,"Pickett County, Tennessee",2006,5023
47137,"Pickett County, Tennessee",2007,5053
47137,"Pickett County, Tennessee",2008,5122
47137,"Pickett County, Tennessee",2009,5101
47137,"Pickett County, Tennessee",2010,5082
47137,"Pickett County, Tennessee",2011,5124
47137,"Pickett County, Tennessee",2012,5048
47137,"Pickett County, Tennessee",2013,5013
47137,"Pickett County, Tennessee",2014,5078
13229,"Pierce County, Georgia",2000,15702
13229,"Pierce County, Georgia",2001,15811
13229,"Pierce County, Georgia",2002,15995
13229,"Pierce County, Georgia",2003,16278
13229,"Pierce County, Georgia",2004,16755
13229,"Pierce County, Georgia",2005,17179
13229,"Pierce County, Georgia",2006,17502
13229,"Pierce County, Georgia",2007,17933
13229,"Pierce County, Georgia",2008,18210
13229,"Pierce County, Georgia",2009,18564
13229,"Pierce County, Georgia",2010,18815
13229,"Pierce County, Georgia",2011,18774
13229,"Pierce County, Georgia",2012,18905
13229,"Pierce County, Georgia",2013,19017
13229,"Pierce County, Georgia",2014,19010
31139,"Pierce County, Nebraska",2000,7824
31139,"Pierce County, Nebraska",2001,7731
31139,"Pierce County, Nebraska",2002,7627
31139,"Pierce County, Nebraska",2003,7615
31139,"Pierce County, Nebraska",2004,7477
31139,"Pierce County, Nebraska",2005,7508
31139,"Pierce County, Nebraska",2006,7416
31139,"Pierce County, Nebraska",2007,7314
31139,"Pierce County, Nebraska",2008,7286
31139,"Pierce County, Nebraska",2009,7260
31139,"Pierce County, Nebraska",2010,7260
31139,"Pierce County, Nebraska",2011,7194
31139,"Pierce County, Nebraska",2012,7187
31139,"Pierce County, Nebraska",2013,7180
31139,"Pierce County, Nebraska",2014,7204
38069,"Pierce County, North Dakota",2000,4657
38069,"Pierce County, North Dakota",2001,4610
38069,"Pierce County, North Dakota",2002,4577
38069,"Pierce County, North Dakota",2003,4511
38069,"Pierce County, North Dakota",2004,4450
38069,"Pierce County, North Dakota",2005,4398
38069,"Pierce County, North Dakota",2006,4394
38069,"Pierce County, North Dakota",2007,4368
38069,"Pierce County, North Dakota",2008,4372
38069,"Pierce County, North Dakota",2009,4329
38069,"Pierce County, North Dakota",2010,4360
38069,"Pierce County, North Dakota",2011,4367
38069,"Pierce County, North Dakota",2012,4446
38069,"Pierce County, North Dakota",2013,4419
38069,"Pierce County, North Dakota",2014,4364
53053,"Pierce County, Washington",2000,703993
53053,"Pierce County, Washington",2001,716447
53053,"Pierce County, Washington",2002,728091
53053,"Pierce County, Washington",2003,733969
53053,"Pierce County, Washington",2004,740137
53053,"Pierce County, Washington",2005,748148
53053,"Pierce County, Washington",2006,763408
53053,"Pierce County, Washington",2007,772484
53053,"Pierce County, Washington",2008,785400
53053,"Pierce County, Washington",2009,796483
53053,"Pierce County, Washington",2010,795390
53053,"Pierce County, Washington",2011,807623
53053,"Pierce County, Washington",2012,815535
53053,"Pierce County, Washington",2013,821012
53053,"Pierce County, Washington",2014,832696
55093,"Pierce County, Wisconsin",2000,36844
55093,"Pierce County, Wisconsin",2001,37204
55093,"Pierce County, Wisconsin",2002,37547
55093,"Pierce County, Wisconsin",2003,38090
55093,"Pierce County, Wisconsin",2004,38789
55093,"Pierce County, Wisconsin",2005,39318
55093,"Pierce County, Wisconsin",2006,39915
55093,"Pierce County, Wisconsin",2007,40238
55093,"Pierce County, Wisconsin",2008,40758
55093,"Pierce County, Wisconsin",2009,40613
55093,"Pierce County, Wisconsin",2010,41089
55093,"Pierce County, Wisconsin",2011,40896
55093,"Pierce County, Wisconsin",2012,40725
55093,"Pierce County, Wisconsin",2013,40814
55093,"Pierce County, Wisconsin",2014,41038
01109,"Pike County, Alabama",2000,29748
01109,"Pike County, Alabama",2001,29844
01109,"Pike County, Alabama",2002,29695
01109,"Pike County, Alabama",2003,30050
01109,"Pike County, Alabama",2004,30593
01109,"Pike County, Alabama",2005,30772
01109,"Pike County, Alabama",2006,31309
01109,"Pike County, Alabama",2007,31761
01109,"Pike County, Alabama",2008,32149
01109,"Pike County, Alabama",2009,32560
01109,"Pike County, Alabama",2010,32970
01109,"Pike County, Alabama",2011,33025
01109,"Pike County, Alabama",2012,33215
01109,"Pike County, Alabama",2013,33715
01109,"Pike County, Alabama",2014,33199
05109,"Pike County, Arkansas",2000,11332
05109,"Pike County, Arkansas",2001,11306
05109,"Pike County, Arkansas",2002,11321
05109,"Pike County, Arkansas",2003,11243
05109,"Pike County, Arkansas",2004,11246
05109,"Pike County, Arkansas",2005,11216
05109,"Pike County, Arkansas",2006,11262
05109,"Pike County, Arkansas",2007,11342
05109,"Pike County, Arkansas",2008,11283
05109,"Pike County, Arkansas",2009,11260
05109,"Pike County, Arkansas",2010,11264
05109,"Pike County, Arkansas",2011,11241
05109,"Pike County, Arkansas",2012,11254
05109,"Pike County, Arkansas",2013,11121
05109,"Pike County, Arkansas",2014,10989
13231,"Pike County, Georgia",2000,13571
13231,"Pike County, Georgia",2001,13834
13231,"Pike County, Georgia",2002,14445
13231,"Pike County, Georgia",2003,14881
13231,"Pike County, Georgia",2004,15474
13231,"Pike County, Georgia",2005,15908
13231,"Pike County, Georgia",2006,16590
13231,"Pike County, Georgia",2007,17220
13231,"Pike County, Georgia",2008,17619
13231,"Pike County, Georgia",2009,17721
13231,"Pike County, Georgia",2010,17922
13231,"Pike County, Georgia",2011,17785
13231,"Pike County, Georgia",2012,17770
13231,"Pike County, Georgia",2013,17774
13231,"Pike County, Georgia",2014,17765
17149,"Pike County, Illinois",2000,17320
17149,"Pike County, Illinois",2001,17178
17149,"Pike County, Illinois",2002,17031
17149,"Pike County, Illinois",2003,16866
17149,"Pike County, Illinois",2004,16910
17149,"Pike County, Illinois",2005,16862
17149,"Pike County, Illinois",2006,16632
17149,"Pike County, Illinois",2007,16772
17149,"Pike County, Illinois",2008,16615
17149,"Pike County, Illinois",2009,16473
17149,"Pike County, Illinois",2010,16394
17149,"Pike County, Illinois",2011,16348
17149,"Pike County, Illinois",2012,16234
17149,"Pike County, Illinois",2013,16071
17149,"Pike County, Illinois",2014,15956
18125,"Pike County, Indiana",2000,12826
18125,"Pike County, Indiana",2001,12905
18125,"Pike County, Indiana",2002,12984
18125,"Pike County, Indiana",2003,12970
18125,"Pike County, Indiana",2004,13047
18125,"Pike County, Indiana",2005,12879
18125,"Pike County, Indiana",2006,13016
18125,"Pike County, Indiana",2007,13047
18125,"Pike County, Indiana",2008,13047
18125,"Pike County, Indiana",2009,12836
18125,"Pike County, Indiana",2010,12720
18125,"Pike County, Indiana",2011,12596
18125,"Pike County, Indiana",2012,12618
18125,"Pike County, Indiana",2013,12495
18125,"Pike County, Indiana",2014,12490
21195,"Pike County, Kentucky",2000,68506
21195,"Pike County, Kentucky",2001,67607
21195,"Pike County, Kentucky",2002,67438
21195,"Pike County, Kentucky",2003,66850
21195,"Pike County, Kentucky",2004,66070
21195,"Pike County, Kentucky",2005,65719
21195,"Pike County, Kentucky",2006,65632
21195,"Pike County, Kentucky",2007,65431
21195,"Pike County, Kentucky",2008,65275
21195,"Pike County, Kentucky",2009,65255
21195,"Pike County, Kentucky",2010,65074
21195,"Pike County, Kentucky",2011,64908
21195,"Pike County, Kentucky",2012,64582
21195,"Pike County, Kentucky",2013,63853
21195,"Pike County, Kentucky",2014,62931
28113,"Pike County, Mississippi",2000,38995
28113,"Pike County, Mississippi",2001,38739
28113,"Pike County, Mississippi",2002,38734
28113,"Pike County, Mississippi",2003,38649
28113,"Pike County, Mississippi",2004,38700
28113,"Pike County, Mississippi",2005,38905
28113,"Pike County, Mississippi",2006,40241
28113,"Pike County, Mississippi",2007,40141
28113,"Pike County, Mississippi",2008,40290
28113,"Pike County, Mississippi",2009,40332
28113,"Pike County, Mississippi",2010,40441
28113,"Pike County, Mississippi",2011,40433
28113,"Pike County, Mississippi",2012,40089
28113,"Pike County, Mississippi",2013,39939
28113,"Pike County, Mississippi",2014,39948
29163,"Pike County, Missouri",2000,18301
29163,"Pike County, Missouri",2001,18258
29163,"Pike County, Missouri",2002,18311
29163,"Pike County, Missouri",2003,18426
29163,"Pike County, Missouri",2004,18434
29163,"Pike County, Missouri",2005,18725
29163,"Pike County, Missouri",2006,18707
29163,"Pike County, Missouri",2007,18588
29163,"Pike County, Missouri",2008,18602
29163,"Pike County, Missouri",2009,18544
29163,"Pike County, Missouri",2010,18476
29163,"Pike County, Missouri",2011,18661
29163,"Pike County, Missouri",2012,18552
29163,"Pike County, Missouri",2013,18608
29163,"Pike County, Missouri",2014,18497
39131,"Pike County, Ohio",2000,27688
39131,"Pike County, Ohio",2001,27807
39131,"Pike County, Ohio",2002,28072
39131,"Pike County, Ohio",2003,28258
39131,"Pike County, Ohio",2004,28427
39131,"Pike County, Ohio",2005,28299
39131,"Pike County, Ohio",2006,28590
39131,"Pike County, Ohio",2007,28645
39131,"Pike County, Ohio",2008,28763
39131,"Pike County, Ohio",2009,28679
39131,"Pike County, Ohio",2010,28612
39131,"Pike County, Ohio",2011,28479
39131,"Pike County, Ohio",2012,28371
39131,"Pike County, Ohio",2013,28272
39131,"Pike County, Ohio",2014,28181
42103,"Pike County, Pennsylvania",2000,46380
42103,"Pike County, Pennsylvania",2001,47594
42103,"Pike County, Pennsylvania",2002,49063
42103,"Pike County, Pennsylvania",2003,50837
42103,"Pike County, Pennsylvania",2004,52293
42103,"Pike County, Pennsylvania",2005,54000
42103,"Pike County, Pennsylvania",2006,55601
42103,"Pike County, Pennsylvania",2007,56627
42103,"Pike County, Pennsylvania",2008,57739
42103,"Pike County, Pennsylvania",2009,57671
42103,"Pike County, Pennsylvania",2010,57359
42103,"Pike County, Pennsylvania",2011,57065
42103,"Pike County, Pennsylvania",2012,56281
42103,"Pike County, Pennsylvania",2013,56061
42103,"Pike County, Pennsylvania",2014,55638
04019,"Pima County, Arizona",2000,848019
04019,"Pima County, Arizona",2001,859280
04019,"Pima County, Arizona",2002,874267
04019,"Pima County, Arizona",2003,885893
04019,"Pima County, Arizona",2004,901342
04019,"Pima County, Arizona",2005,920298
04019,"Pima County, Arizona",2006,940930
04019,"Pima County, Arizona",2007,955869
04019,"Pima County, Arizona",2008,967778
04019,"Pima County, Arizona",2009,975580
04019,"Pima County, Arizona",2010,981620
04019,"Pima County, Arizona",2011,988381
04019,"Pima County, Arizona",2012,993052
04019,"Pima County, Arizona",2013,997127
04019,"Pima County, Arizona",2014,1004229
04021,"Pinal County, Arizona",2000,181280
04021,"Pinal County, Arizona",2001,187747
04021,"Pinal County, Arizona",2002,197082
04021,"Pinal County, Arizona",2003,207920
04021,"Pinal County, Arizona",2004,219472
04021,"Pinal County, Arizona",2005,235708
04021,"Pinal County, Arizona",2006,271328
04021,"Pinal County, Arizona",2007,306174
04021,"Pinal County, Arizona",2008,335311
04021,"Pinal County, Arizona",2009,349830
04021,"Pinal County, Arizona",2010,379094
04021,"Pinal County, Arizona",2011,378041
04021,"Pinal County, Arizona",2012,382251
04021,"Pinal County, Arizona",2013,385398
04021,"Pinal County, Arizona",2014,395322
27115,"Pine County, Minnesota",2000,26607
27115,"Pine County, Minnesota",2001,27125
27115,"Pine County, Minnesota",2002,27627
27115,"Pine County, Minnesota",2003,27946
27115,"Pine County, Minnesota",2004,28323
27115,"Pine County, Minnesota",2005,28616
27115,"Pine County, Minnesota",2006,28860
27115,"Pine County, Minnesota",2007,29210
27115,"Pine County, Minnesota",2008,29614
27115,"Pine County, Minnesota",2009,29655
27115,"Pine County, Minnesota",2010,29717
27115,"Pine County, Minnesota",2011,29621
27115,"Pine County, Minnesota",2012,29198
27115,"Pine County, Minnesota",2013,29076
27115,"Pine County, Minnesota",2014,29081
12103,"Pinellas County, Florida",2000,922150
12103,"Pinellas County, Florida",2001,923850
12103,"Pinellas County, Florida",2002,925102
12103,"Pinellas County, Florida",2003,926266
12103,"Pinellas County, Florida",2004,928305
12103,"Pinellas County, Florida",2005,929426
12103,"Pinellas County, Florida",2006,924182
12103,"Pinellas County, Florida",2007,918624
12103,"Pinellas County, Florida",2008,916458
12103,"Pinellas County, Florida",2009,915330
12103,"Pinellas County, Florida",2010,916412
12103,"Pinellas County, Florida",2011,918455
12103,"Pinellas County, Florida",2012,921642
12103,"Pinellas County, Florida",2013,928414
12103,"Pinellas County, Florida",2014,936400
27117,"Pipestone County, Minnesota",2000,9858
27117,"Pipestone County, Minnesota",2001,9854
27117,"Pipestone County, Minnesota",2002,9727
27117,"Pipestone County, Minnesota",2003,9662
27117,"Pipestone County, Minnesota",2004,9598
27117,"Pipestone County, Minnesota",2005,9453
27117,"Pipestone County, Minnesota",2006,9496
27117,"Pipestone County, Minnesota",2007,9520
27117,"Pipestone County, Minnesota",2008,9631
27117,"Pipestone County, Minnesota",2009,9624
27117,"Pipestone County, Minnesota",2010,9606
27117,"Pipestone County, Minnesota",2011,9529
27117,"Pipestone County, Minnesota",2012,9397
27117,"Pipestone County, Minnesota",2013,9302
27117,"Pipestone County, Minnesota",2014,9320
23021,"Piscataquis County, Maine",2000,17245
23021,"Piscataquis County, Maine",2001,17203
23021,"Piscataquis County, Maine",2002,17269
23021,"Piscataquis County, Maine",2003,17433
23021,"Piscataquis County, Maine",2004,17493
23021,"Piscataquis County, Maine",2005,17614
23021,"Piscataquis County, Maine",2006,17597
23021,"Piscataquis County, Maine",2007,17660
23021,"Piscataquis County, Maine",2008,17534
23021,"Piscataquis County, Maine",2009,17433
23021,"Piscataquis County, Maine",2010,17550
23021,"Piscataquis County, Maine",2011,17362
23021,"Piscataquis County, Maine",2012,17265
23021,"Piscataquis County, Maine",2013,17173
23021,"Piscataquis County, Maine",2014,17038
08097,"Pitkin County, Colorado",2000,14817
08097,"Pitkin County, Colorado",2001,15013
08097,"Pitkin County, Colorado",2002,15098
08097,"Pitkin County, Colorado",2003,15217
08097,"Pitkin County, Colorado",2004,15220
08097,"Pitkin County, Colorado",2005,15399
08097,"Pitkin County, Colorado",2006,15504
08097,"Pitkin County, Colorado",2007,15814
08097,"Pitkin County, Colorado",2008,16454
08097,"Pitkin County, Colorado",2009,17008
08097,"Pitkin County, Colorado",2010,17154
08097,"Pitkin County, Colorado",2011,17169
08097,"Pitkin County, Colorado",2012,17292
08097,"Pitkin County, Colorado",2013,17460
08097,"Pitkin County, Colorado",2014,17712
37147,"Pitt County, North Carolina",2000,134298
37147,"Pitt County, North Carolina",2001,136605
37147,"Pitt County, North Carolina",2002,139128
37147,"Pitt County, North Carolina",2003,141610
37147,"Pitt County, North Carolina",2004,144486
37147,"Pitt County, North Carolina",2005,147929
37147,"Pitt County, North Carolina",2006,152934
37147,"Pitt County, North Carolina",2007,157479
37147,"Pitt County, North Carolina",2008,162116
37147,"Pitt County, North Carolina",2009,165581
37147,"Pitt County, North Carolina",2010,168863
37147,"Pitt County, North Carolina",2011,170791
37147,"Pitt County, North Carolina",2012,172980
37147,"Pitt County, North Carolina",2013,174380
37147,"Pitt County, North Carolina",2014,174974
40121,"Pittsburg County, Oklahoma",2000,43982
40121,"Pittsburg County, Oklahoma",2001,43447
40121,"Pittsburg County, Oklahoma",2002,43933
40121,"Pittsburg County, Oklahoma",2003,43983
40121,"Pittsburg County, Oklahoma",2004,44029
40121,"Pittsburg County, Oklahoma",2005,44412
40121,"Pittsburg County, Oklahoma",2006,44831
40121,"Pittsburg County, Oklahoma",2007,45062
40121,"Pittsburg County, Oklahoma",2008,45450
40121,"Pittsburg County, Oklahoma",2009,45887
40121,"Pittsburg County, Oklahoma",2010,45795
