FIPS,Year,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
48113,GovAid,183870000,205275000,205684000,215990000,224155000,261746000,250485000,245091000,240832000,258391000,290290000,282871000,306709000,311995000
48115,GovAid,1064000,1163000,1131000,1176000,1199000,1400000,1313000,1267000,1224000,1291000,1447000,1374000,1442000,1462000
48117,GovAid,1535000,1681000,1684000,1774000,1863000,2176000,2060000,2013000,1972000,2088000,2366000,2275000,2401000,2410000
48119,GovAid,437000,482000,487000,509000,539000,616000,588000,555000,546000,569000,641000,604000,655000,642000
48121,GovAid,36119000,42189000,44444000,48874000,52753000,64244000,64186000,64917000,65374000,71350000,81368000,80423000,88293000,91365000
48123,GovAid,1528000,1698000,1694000,1783000,1866000,2191000,2046000,1969000,1909000,2036000,2265000,2187000,2344000,2356000
48125,GovAid,186000,200000,206000,217000,225000,256000,233000,227000,216000,234000,265000,247000,254000,239000
48127,GovAid,845000,919000,922000,972000,999000,1171000,1101000,1055000,1026000,1086000,1231000,1191000,1313000,1318000
48129,GovAid,304000,335000,337000,357000,370000,422000,393000,384000,363000,382000,428000,404000,425000,416000
48131,GovAid,1044000,1139000,1127000,1163000,1205000,1395000,1303000,1245000,1199000,1264000,1381000,1323000,1398000,1353000
48133,GovAid,1472000,1603000,1618000,1718000,1784000,2086000,1972000,1923000,1861000,1964000,2195000,2106000,2226000,2201000
48135,GovAid,10001000,11051000,11182000,11800000,12391000,14562000,14003000,13906000,13802000,15037000,16722000,16358000,18001000,18727000
48137,GovAid,178000,190000,189000,196000,204000,235000,222000,223000,219000,224000,247000,235000,251000,219000
48139,GovAid,9280000,10518000,10849000,11792000,12574000,15147000,14927000,14999000,15065000,16265000,18439000,17941000,19253000,19771000
48141,GovAid,56225000,62693000,63373000,67488000,71331000,84288000,81529000,80313000,79609000,86054000,97640000,95624000,103134000,104999000
48143,GovAid,2628000,2897000,2935000,3144000,3328000,3928000,3821000,3759000,3702000,3983000,4465000,4315000,4630000,4662000
48145,GovAid,1381000,1508000,1497000,1570000,1624000,1881000,1777000,1698000,1652000,1751000,1961000,1884000,1972000,1970000
48147,GovAid,2351000,2603000,2632000,2823000,2970000,3527000,3371000,3293000,3233000,3425000,3814000,3657000,3866000,3880000
48149,GovAid,1791000,2024000,2053000,2185000,2291000,2698000,2582000,2537000,2516000,2678000,2987000,2892000,3062000,3058000
48151,GovAid,358000,388000,388000,403000,411000,482000,452000,438000,426000,444000,489000,468000,484000,485000
48153,GovAid,639000,680000,666000,710000,715000,817000,758000,718000,682000,721000,789000,754000,799000,780000
48155,GovAid,132000,147000,141000,145000,149000,167000,156000,148000,138000,144000,163000,157000,163000,159000
48157,GovAid,29626000,34283000,36359000,40282000,44128000,53973000,54162000,55384000,56671000,62848000,72436000,71537000,78564000,82190000
48159,GovAid,779000,868000,872000,923000,972000,1251000,1186000,1156000,1104000,1170000,1301000,1243000,1334000,1326000
48161,GovAid,1375000,1534000,1561000,1653000,1735000,2038000,1957000,1908000,1884000,2026000,2258000,2144000,2265000,2284000
48163,GovAid,1181000,1308000,1311000,1370000,1417000,1646000,1556000,1503000,1465000,1555000,1731000,1689000,1846000,1864000
48165,GovAid,1209000,1331000,1333000,1431000,1508000,1800000,1744000,1745000,1745000,1904000,2169000,2121000,2303000,2379000
48167,GovAid,20721000,23227000,23753000,25483000,26918000,31940000,30695000,30303000,29992000,31596000,35722000,34677000,37536000,38750000
48169,GovAid,370000,422000,420000,440000,462000,527000,500000,474000,456000,488000,538000,528000,543000,532000
48171,GovAid,1710000,1909000,1955000,2113000,2229000,2648000,2575000,2536000,2512000,2701000,3036000,2936000,3137000,3185000
48173,GovAid,118000,126000,124000,130000,131000,150000,134000,126000,129000,137000,153000,147000,161000,149000
48175,GovAid,576000,639000,642000,684000,705000,821000,781000,763000,744000,788000,883000,847000,918000,917000
48177,GovAid,1536000,1704000,1722000,1836000,1925000,2273000,2147000,2077000,2030000,2155000,2414000,2314000,2482000,2485000
48179,GovAid,1755000,1900000,1888000,1961000,2017000,2376000,2285000,2256000,2229000,2353000,2586000,2502000,2696000,2712000
48181,GovAid,9077000,10151000,10251000,10903000,11393000,13354000,12802000,12577000,12294000,13145000,14729000,14167000,15134000,15262000
48183,GovAid,9090000,10074000,10146000,10768000,11246000,13169000,12637000,12380000,12124000,13043000,14574000,14081000,15026000,15201000
48185,GovAid,1753000,1995000,2043000,2171000,2274000,2658000,2547000,2506000,2463000,2612000,2926000,2818000,2996000,3032000
48187,GovAid,7415000,8435000,8671000,9393000,10105000,12254000,12285000,12556000,12814000,14105000,16202000,15937000,17438000,18095000
48189,GovAid,2871000,3105000,3074000,3249000,3408000,3944000,3734000,3613000,3472000,3700000,4150000,3982000,4226000,4175000
48191,GovAid,313000,345000,341000,358000,368000,422000,395000,368000,354000,368000,411000,389000,408000,393000
48193,GovAid,672000,736000,726000,779000,804000,947000,908000,888000,871000,923000,1018000,968000,1013000,1014000
48195,GovAid,442000,484000,479000,501000,521000,613000,583000,574000,574000,613000,686000,656000,691000,699000
48197,GovAid,391000,421000,417000,438000,448000,517000,487000,462000,439000,453000,513000,492000,516000,498000
48199,GovAid,4012000,4456000,4513000,4786000,5049000,5992000,5702000,5642000,5570000,6008000,6743000,6509000,6931000,6934000
48201,GovAid,283422000,318057000,324232000,345772000,363663000,429484000,420196000,414111000,410856000,445268000,503676000,492151000,533938000,549191000
48203,GovAid,5075000,5584000,5598000,5908000,6186000,7248000,6949000,6750000,6614000,7118000,7981000,7737000,8250000,8381000
48205,GovAid,347000,385000,387000,416000,430000,493000,476000,473000,469000,511000,577000,548000,586000,584000
48207,GovAid,500000,545000,530000,550000,563000,657000,606000,583000,566000,597000,661000,644000,676000,678000
48209,GovAid,7713000,9073000,9591000,10524000,11326000,13857000,13897000,14409000,14816000,16343000,18741000,18597000,20436000,21552000
48211,GovAid,269000,298000,301000,318000,337000,401000,385000,377000,381000,418000,465000,465000,511000,508000
48213,GovAid,6068000,6737000,6823000,7336000,7762000,9063000,8614000,8340000,8103000,8593000,9592000,9216000,9824000,9822000
48215,GovAid,47701000,54178000,56090000,61107000,65635000,78942000,76909000,76823000,76976000,83753000,95698000,93724000,101230000,103348000
48217,GovAid,2667000,2961000,3001000,3216000,3370000,3941000,3758000,3667000,3602000,3815000,4253000,4092000,4348000,4317000
48219,GovAid,1855000,2041000,2053000,2177000,2258000,2648000,2491000,2407000,2355000,2504000,2753000,2649000,2829000,2837000
48221,GovAid,3432000,3888000,3975000,4281000,4541000,5411000,5276000,5221000,5219000,5598000,6267000,6050000,6507000,6610000
48223,GovAid,2650000,2945000,2959000,3140000,3307000,3882000,3717000,3676000,3591000,3848000,4311000,4144000,4414000,4439000
48225,GovAid,1694000,1868000,1885000,1988000,2087000,2425000,2298000,2241000,2187000,2313000,2575000,2453000,2584000,2540000
48227,GovAid,2412000,2630000,2633000,2749000,2842000,3277000,3093000,3043000,3010000,3225000,3581000,3439000,3717000,3787000
48229,GovAid,279000,313000,312000,321000,333000,396000,379000,368000,348000,373000,419000,396000,414000,363000
48231,GovAid,6308000,7069000,7203000,7678000,8096000,9529000,9123000,8927000,8707000,9303000,10476000,10089000,10761000,10889000
48233,GovAid,1975000,2134000,2121000,2201000,2258000,2599000,2454000,2381000,2288000,2456000,2720000,2600000,2766000,2769000
48235,GovAid,148000,155000,158000,164000,165000,191000,184000,174000,166000,177000,199000,189000,198000,206000
48237,GovAid,646000,708000,726000,769000,803000,941000,899000,859000,834000,883000,975000,939000,994000,980000
48239,GovAid,1189000,1293000,1293000,1350000,1400000,1630000,1533000,1479000,1449000,1547000,1720000,1645000,1779000,1843000
48241,GovAid,2910000,3226000,3227000,3382000,3505000,4086000,3788000,3701000,3613000,3838000,4317000,4195000,4421000,4331000
48243,GovAid,181000,200000,198000,211000,220000,256000,243000,237000,235000,250000,280000,261000,280000,264000
48245,GovAid,19898000,21829000,21791000,22916000,23812000,27712000,25691000,25086000,24588000,26257000,29309000,28194000,29815000,30469000
48247,GovAid,440000,477000,481000,499000,521000,610000,573000,554000,546000,585000,654000,627000,666000,656000
48249,GovAid,3266000,3637000,3652000,3861000,4043000,4727000,4464000,4364000,4238000,4494000,5024000,4863000,5225000,5213000
48251,GovAid,10518000,11881000,12149000,13046000,13813000,16297000,15612000,15443000,15388000,16509000,18421000,17784000,19083000,19421000
48253,GovAid,1328000,1439000,1432000,1492000,1546000,1791000,1686000,1623000,1583000,1680000,1886000,1796000,1870000,1880000
48255,GovAid,992000,1092000,1078000,1131000,1176000,1357000,1287000,1244000,1210000,1275000,1429000,1380000,1506000,1521000
48257,GovAid,5948000,6833000,7072000,7796000,8387000,10144000,10041000,10223000,10346000,11200000,12712000,12361000,13318000,13767000
48259,GovAid,1976000,2224000,2274000,2479000,2653000,3228000,3197000,3232000,3293000,3585000,4104000,4036000,4433000,4550000
48261,GovAid,35000,39000,40000,42000,45000,53000,48000,44000,43000,45000,52000,52000,57000,55000
48263,GovAid,67000,73000,73000,74000,76000,87000,82000,82000,79000,83000,94000,90000,98000,94000
48265,GovAid,3536000,3945000,4000000,4251000,4478000,5310000,5125000,5040000,4958000,5302000,5914000,5677000,6043000,6099000
48267,GovAid,373000,412000,415000,435000,458000,539000,506000,485000,471000,511000,565000,541000,567000,559000
48269,GovAid,26000,25000,25000,26000,28000,31000,29000,29000,27000,31000,36000,31000,34000,34000
48271,GovAid,282000,311000,312000,318000,328000,385000,366000,357000,341000,363000,404000,390000,419000,402000
48273,GovAid,2545000,2771000,2773000,2904000,3049000,3533000,3326000,3221000,3153000,3338000,3726000,3575000,3795000,3848000
48275,GovAid,346000,365000,364000,381000,388000,438000,412000,392000,373000,395000,448000,431000,461000,451000
48277,GovAid,3992000,4402000,4433000,4699000,4893000,5716000,5418000,5267000,5141000,5453000,6086000,5852000,6197000,6187000
48279,GovAid,1209000,1326000,1335000,1407000,1453000,1693000,1575000,1524000,1459000,1517000,1711000,1650000,1731000,1734000
48281,GovAid,1476000,1642000,1682000,1785000,1965000,2202000,2147000,2112000,2064000,2166000,2423000,2345000,2510000,2540000
48283,GovAid,443000,483000,490000,512000,538000,641000,594000,580000,552000,587000,659000,643000,702000,714000
48285,GovAid,1573000,1716000,1731000,1826000,1893000,2210000,2093000,2038000,1977000,2099000,2336000,2249000,2420000,2459000
48287,GovAid,1269000,1434000,1449000,1536000,1595000,1871000,1769000,1726000,1692000,1790000,1991000,1909000,2024000,2051000
48289,GovAid,1285000,1423000,1448000,1531000,1595000,1889000,1812000,1765000,1763000,1870000,2060000,1990000,2106000,2041000
48291,GovAid,5506000,6194000,6331000,6705000,7003000,8140000,7697000,7518000,7333000,7799000,8765000,8429000,9030000,9206000
48293,GovAid,1699000,1887000,1921000,2046000,2152000,2506000,2390000,2323000,2259000,2405000,2714000,2615000,2792000,2748000
48295,GovAid,251000,270000,279000,297000,304000,357000,344000,341000,331000,367000,403000,391000,431000,438000
48297,GovAid,895000,977000,972000,1008000,1043000,1214000,1144000,1112000,1081000,1139000,1287000,1230000,1331000,1330000
48299,GovAid,1415000,1601000,1641000,1754000,1826000,2151000,2042000,2030000,1986000,2119000,2373000,2247000,2414000,2446000
48301,GovAid,6000,6000,7000,8000,5000,9000,9000,9000,6000,8000,11000,11000,11000,10000
48303,GovAid,19628000,21935000,22207000,23734000,24882000,29262000,28107000,27596000,27165000,29376000,33377000,32451000,34805000,35392000
48305,GovAid,542000,594000,591000,604000,621000,725000,686000,645000,621000,656000,728000,695000,728000,710000
48307,GovAid,677000,734000,725000,771000,815000,943000,899000,866000,856000,921000,1006000,969000,1029000,1030000
48309,GovAid,17213000,19107000,19268000,20513000,21531000,25298000,24153000,23623000,23182000,24834000,28117000,27280000,29116000,29634000
48311,GovAid,71000,77000,73000,79000,74000,93000,86000,84000,77000,79000,89000,83000,92000,92000
48313,GovAid,849000,932000,946000,997000,1054000,1232000,1185000,1166000,1136000,1215000,1385000,1331000,1412000,1403000
48315,GovAid,912000,1015000,1010000,1071000,1101000,1279000,1210000,1170000,1117000,1172000,1280000,1228000,1294000,1288000
48317,GovAid,390000,428000,425000,437000,439000,518000,489000,482000,474000,520000,590000,577000,625000,647000
48319,GovAid,311000,344000,344000,365000,384000,448000,429000,421000,408000,444000,497000,479000,511000,511000
48321,GovAid,3146000,3465000,3456000,3638000,3747000,4335000,4055000,3908000,3829000,4037000,4500000,4319000,4575000,4592000
48323,GovAid,3967000,4394000,4464000,4757000,4983000,5853000,5618000,5490000,5417000,5861000,6628000,6457000,6921000,7061000
48325,GovAid,3168000,3546000,3603000,3857000,4081000,4822000,4664000,4591000,4519000,4836000,5431000,5261000,5628000,5686000
48327,GovAid,194000,213000,214000,222000,226000,257000,242000,232000,230000,245000,272000,259000,273000,263000
48329,GovAid,9580000,10630000,10782000,11475000,12087000,14279000,13876000,13808000,13802000,15017000,16771000,16490000,18434000,18980000
48331,GovAid,2000000,2226000,2275000,2389000,2504000,2904000,2753000,2657000,2597000,2730000,3009000,2881000,3001000,3024000
48333,GovAid,405000,439000,442000,458000,476000,565000,524000,511000,497000,528000,597000,563000,592000,589000
48335,GovAid,585000,646000,633000,650000,673000,793000,750000,738000,714000,776000,867000,831000,874000,916000
48337,GovAid,1573000,1740000,1744000,1858000,1936000,2269000,2172000,2113000,2067000,2175000,2411000,2319000,2438000,2452000
48339,GovAid,24843000,28711000,30093000,33113000,36021000,43694000,43531000,44298000,45031000,49402000,56521000,55706000,60896000,63149000
48341,GovAid,1674000,1861000,1852000,1955000,2048000,2377000,2277000,2202000,2189000,2389000,2709000,2612000,2823000,2832000
48343,GovAid,1081000,1208000,1208000,1267000,1300000,1519000,1454000,1420000,1364000,1428000,1583000,1502000,1591000,1584000
48345,GovAid,121000,124000,121000,130000,129000,149000,138000,134000,126000,133000,149000,142000,152000,146000
48347,GovAid,4600000,5090000,5105000,5422000,5698000,6699000,6382000,6249000,6126000,6564000,7379000,7171000,7680000,7682000
48349,GovAid,3684000,4114000,4160000,4399000,4626000,5427000,5188000,5037000,4921000,5228000,5830000,5623000,5985000,6099000
48351,GovAid,1213000,1337000,1330000,1397000,1411000,1650000,1529000,1481000,1445000,1530000,1701000,1647000,1736000,1690000
48353,GovAid,1282000,1378000,1355000,1423000,1470000,1685000,1594000,1551000,1546000,1641000,1839000,1753000,1838000,1869000
48355,GovAid,25877000,28553000,28812000,30435000,32025000,37731000,36081000,35215000,34577000,37097000,41461000,40158000,43310000,43895000
48357,GovAid,750000,840000,839000,870000,922000,1101000,1060000,1057000,1045000,1134000,1254000,1235000,1338000,1376000
48359,GovAid,161000,175000,171000,181000,184000,210000,199000,189000,184000,197000,219000,213000,224000,218000
48361,GovAid,7057000,7715000,7696000,8070000,8391000,9767000,9040000,8844000,8641000,9032000,10087000,9727000,10413000,10563000
48363,GovAid,2249000,2488000,2490000,2634000,2733000,3211000,3075000,2967000,2912000,3104000,3448000,3307000,3492000,3494000
48365,GovAid,1876000,2073000,2093000,2189000,2282000,2687000,2575000,2491000,2441000,2601000,2902000,2813000,2991000,2967000
48367,GovAid,7249000,8229000,8458000,9180000,9763000,11671000,11425000,11533000,11581000,12573000,14155000,13707000,14733000,15119000
48369,GovAid,827000,901000,920000,979000,1019000,1181000,1109000,1081000,1046000,1116000,1263000,1213000,1277000,1279000
48371,GovAid,1226000,1314000,1297000,1318000,1350000,1549000,1463000,1409000,1398000,1502000,1673000,1618000,1710000,1716000
48373,GovAid,3209000,3664000,3767000,4020000,4218000,4922000,4641000,4526000,4394000,4616000,5106000,4916000,5202000,5175000
48375,GovAid,8973000,9909000,10028000,10674000,11173000,13145000,12563000,12175000,11871000,12620000,14185000,13736000,14671000,14794000
48377,GovAid,611000,680000,692000,734000,762000,907000,849000,833000,808000,846000,976000,923000,964000,923000
48379,GovAid,767000,889000,920000,997000,1052000,1242000,1202000,1185000,1156000,1214000,1345000,1302000,1375000,1387000
48381,GovAid,8643000,9617000,9708000,10343000,10927000,12923000,12377000,12266000,12094000,13064000,14774000,14448000,15568000,15941000
48383,GovAid,273000,296000,293000,302000,317000,368000,349000,351000,349000,374000,412000,401000,436000,442000
48385,GovAid,251000,279000,279000,298000,311000,364000,355000,351000,333000,357000,403000,400000,416000,389000
48387,GovAid,1177000,1288000,1266000,1313000,1352000,1557000,1451000,1392000,1340000,1410000,1572000,1487000,1589000,1554000
48389,GovAid,1001000,1079000,1060000,1085000,1088000,1239000,1156000,1133000,1101000,1180000,1327000,1271000,1371000,1380000
48391,GovAid,648000,710000,701000,726000,762000,882000,829000,790000,771000,812000,898000,856000,902000,910000
48393,GovAid,74000,82000,80000,81000,85000,101000,95000,96000,95000,104000,114000,110000,118000,118000
48395,GovAid,1324000,1470000,1465000,1543000,1622000,1921000,1827000,1769000,1721000,1831000,2028000,1959000,2060000,2060000
48397,GovAid,3625000,4269000,4587000,5149000,5662000,7047000,7309000,7615000,7730000,8481000,9699000,9564000,10385000,10704000
48399,GovAid,938000,1007000,996000,1030000,1066000,1251000,1156000,1113000,1081000,1137000,1278000,1225000,1283000,1263000
48401,GovAid,3755000,4136000,4160000,4388000,4599000,5390000,5151000,5075000,5003000,5334000,5967000,5773000,6176000,6103000
48403,GovAid,863000,959000,964000,1014000,1056000,1224000,1173000,1133000,1107000,1186000,1338000,1267000,1322000,1296000
48405,GovAid,731000,797000,804000,850000,889000,1036000,987000,953000,928000,972000,1070000,1023000,1085000,1068000
48407,GovAid,1874000,2107000,2157000,2337000,2494000,2936000,2792000,2773000,2716000,2896000,3266000,3173000,3395000,3333000
48409,GovAid,5530000,6049000,6074000,6356000,6668000,7807000,7371000,7134000,6919000,7253000,7902000,7590000,8179000,8420000
48411,GovAid,472000,520000,510000,532000,558000,642000,606000,584000,564000,599000,675000,638000,671000,667000
48413,GovAid,243000,277000,279000,286000,301000,360000,343000,346000,342000,369000,434000,394000,412000,392000
48415,GovAid,1226000,1323000,1330000,1396000,1470000,1705000,1621000,1600000,1560000,1680000,1886000,1810000,1956000,2004000
48417,GovAid,273000,305000,310000,323000,329000,383000,363000,360000,346000,370000,414000,396000,425000,421000
48419,GovAid,2087000,2302000,2304000,2449000,2528000,2956000,2800000,2733000,2656000,2828000,3134000,3041000,3278000,3255000
48421,GovAid,260000,283000,287000,297000,304000,344000,323000,317000,315000,333000,371000,355000,381000,378000
48423,GovAid,14363000,16059000,16383000,17561000,18542000,22079000,21408000,21219000,20986000,22639000,25569000,24843000,26666000,27033000
48425,GovAid,560000,627000,648000,699000,736000,872000,849000,839000,840000,907000,1018000,968000,1044000,1059000
48427,GovAid,4483000,4994000,5097000,5483000,5809000,6811000,6521000,6380000,6227000,6651000,7479000,7234000,7724000,7912000
48429,GovAid,756000,819000,814000,848000,875000,1031000,981000,961000,941000,1012000,1119000,1064000,1126000,1098000
48431,GovAid,113000,122000,121000,125000,126000,139000,123000,122000,120000,125000,137000,134000,146000,154000
48433,GovAid,137000,142000,136000,139000,142000,161000,156000,153000,148000,157000,183000,171000,181000,174000
48435,GovAid,336000,372000,375000,390000,416000,493000,478000,466000,453000,475000,502000,473000,494000,491000
48437,GovAid,648000,707000,691000,723000,743000,860000,810000,779000,753000,784000,901000,851000,910000,891000
48439,GovAid,120527000,136071000,139321000,149320000,157992000,187720000,183163000,182760000,181882000,196740000,222725000,217447000,235501000,241083000
48441,GovAid,10111000,11072000,11095000,11670000,12247000,14323000,13630000,13319000,13010000,13934000,15687000,15184000,16265000,16592000
48443,GovAid,89000,95000,93000,97000,95000,111000,103000,96000,93000,104000,125000,113000,116000,115000
48445,GovAid,986000,1065000,1073000,1123000,1163000,1341000,1268000,1225000,1186000,1270000,1428000,1367000,1455000,1471000
48447,GovAid,152000,164000,159000,165000,165000,198000,189000,178000,171000,183000,202000,193000,202000,201000
48449,GovAid,2312000,2553000,2580000,2771000,2934000,3342000,3244000,3224000,3218000,3501000,3974000,3806000,4065000,4036000
48451,GovAid,8389000,9256000,9244000,9750000,10158000,11829000,11296000,11017000,10829000,11576000,13080000,12681000,13674000,13977000
48453,GovAid,67154000,76508000,76808000,81515000,86087000,102639000,100804000,101080000,101066000,109751000,124885000,123630000,135873000,140147000
48455,GovAid,1145000,1271000,1290000,1371000,1435000,1690000,1597000,1557000,1511000,1609000,1809000,1732000,1802000,1779000
48457,GovAid,1618000,1762000,1769000,1854000,1936000,2233000,2112000,2070000,2032000,2158000,2394000,2290000,2412000,2376000
48459,GovAid,2937000,3272000,3367000,3587000,3758000,4427000,4189000,4099000,4031000,4304000,4818000,4668000,4989000,4969000
48461,GovAid,282000,298000,301000,309000,317000,363000,349000,333000,336000,365000,406000,384000,405000,414000
48463,GovAid,2125000,2349000,2385000,2505000,2596000,3043000,2871000,2779000,2698000,2864000,3207000,3091000,3310000,3278000
48465,GovAid,3714000,4098000,4124000,4394000,4629000,5398000,5131000,5001000,4873000,5200000,5829000,5596000,5949000,5958000
48467,GovAid,3983000,4458000,4558000,4831000,5129000,6003000,5746000,5580000,5463000,5768000,6436000,6174000,6528000,6676000
48469,GovAid,6930000,7690000,7700000,8107000,8431000,9786000,9265000,9079000,8885000,9499000,10582000,10242000,11076000,11255000
48471,GovAid,3760000,4191000,4247000,4547000,4773000,5611000,5373000,5233000,5156000,5567000,6384000,6131000,6549000,6774000
48473,GovAid,2489000,2836000,2951000,3208000,3393000,4013000,3900000,3949000,3920000,4287000,4933000,4784000,5119000,5264000
48475,GovAid,880000,941000,935000,973000,1009000,1183000,1129000,1098000,1103000,1183000,1297000,1255000,1355000,1401000
48477,GovAid,2415000,2675000,2692000,2858000,3011000,3554000,3417000,3340000,3283000,3534000,3953000,3799000,4053000,4114000
48479,GovAid,16097000,18302000,18837000,20374000,21782000,26044000,25236000,25082000,24985000,27057000,30721000,30009000,32471000,32870000
48481,GovAid,3403000,3737000,3735000,3943000,4098000,4775000,4527000,4375000,4263000,4523000,5061000,4847000,5140000,5186000
48483,GovAid,431000,468000,462000,471000,492000,574000,556000,549000,543000,595000,661000,643000,702000,726000
48485,GovAid,10143000,11085000,11091000,11618000,12176000,14043000,13348000,12876000,12507000,13267000,14825000,14116000,15122000,15190000
48487,GovAid,1153000,1247000,1244000,1288000,1340000,1547000,1467000,1421000,1363000,1445000,1598000,1526000,1604000,1619000
48489,GovAid,1593000,1732000,1730000,1818000,1903000,2244000,2123000,2050000,1991000,2093000,2349000,2248000,2394000,2354000
48491,GovAid,21051000,25223000,26473000,29092000,31600000,38649000,38761000,39987000,41183000,45276000,52215000,52031000,57059000,59298000
48493,GovAid,2707000,3053000,3134000,3401000,3665000,4384000,4288000,4312000,4336000,4647000,5269000,5132000,5547000,5640000
48495,GovAid,584000,642000,633000,646000,671000,764000,730000,723000,730000,783000,867000,841000,920000,957000
48497,GovAid,4053000,4618000,4757000,5134000,5416000,6441000,6199000,6095000,6035000,6488000,7206000,7019000,7526000,7591000
48499,GovAid,2973000,3318000,3372000,3658000,3879000,4557000,4438000,4350000,4273000,4547000,5068000,4870000,5173000,5182000
48501,GovAid,608000,673000,666000,703000,742000,870000,822000,816000,813000,877000,966000,942000,1010000,1002000
48503,GovAid,1473000,1609000,1609000,1713000,1781000,2068000,2002000,1937000,1883000,2028000,2261000,2149000,2279000,2307000
48505,GovAid,1015000,1137000,1159000,1225000,1288000,1538000,1457000,1449000,1435000,1544000,1743000,1689000,1802000,1819000
48507,GovAid,947000,1042000,1043000,1087000,1129000,1320000,1257000,1220000,1194000,1242000,1403000,1363000,1468000,1413000
50001,GovAid,2843000,3103000,3128000,3302000,3444000,4014000,3813000,3717000,3617000,3819000,4212000,4046000,4298000,4370000
50003,GovAid,3038000,3312000,3327000,3498000,3631000,4219000,4010000,3886000,3792000,4007000,4414000,4204000,4448000,4558000
50005,GovAid,2444000,2665000,2696000,2848000,3003000,3523000,3371000,3271000,3172000,3358000,3695000,3541000,3757000,3813000
50007,GovAid,11896000,13070000,13184000,13926000,14561000,17030000,16156000,15748000,15404000,16410000,18218000,17595000,18826000,19270000
50009,GovAid,547000,597000,601000,633000,657000,762000,709000,698000,677000,709000,780000,751000,786000,780000
50011,GovAid,3825000,4206000,4249000,4501000,4717000,5527000,5255000,5112000,4978000,5288000,5862000,5672000,6043000,6119000
50013,GovAid,588000,651000,660000,705000,739000,864000,805000,780000,765000,788000,861000,829000,882000,896000
50015,GovAid,1931000,2114000,2124000,2241000,2321000,2699000,2577000,2520000,2472000,2640000,2953000,2854000,3067000,3142000
50017,GovAid,2362000,2604000,2609000,2765000,2886000,3364000,3205000,3097000,3005000,3172000,3499000,3367000,3570000,3609000
50019,GovAid,2180000,2389000,2400000,2560000,2677000,3138000,2967000,2893000,2807000,2967000,3276000,3137000,3337000,3383000
50021,GovAid,5224000,5672000,5670000,5977000,6186000,7211000,6797000,6571000,6371000,6694000,7345000,7009000,7401000,7536000
50023,GovAid,4763000,5235000,5272000,5554000,5783000,6770000,6409000,6207000,6040000,6398000,7085000,6802000,7214000,7312000
50025,GovAid,3656000,3976000,3990000,4219000,4372000,5084000,4829000,4695000,4562000,4828000,5335000,5087000,5382000,5559000
50027,GovAid,4830000,5270000,5291000,5570000,5783000,6709000,6321000,6126000,5939000,6268000,6904000,6625000,6990000,7144000
51001,GovAid,3109000,3426000,3393000,3517000,3615000,4159000,3864000,3686000,3526000,3674000,4056000,3904000,4157000,4201000
51007,GovAid,943000,1054000,1061000,1115000,1176000,1396000,1355000,1336000,1311000,1389000,1564000,1502000,1598000,1609000
51009,GovAid,2488000,2790000,2782000,2936000,3053000,3573000,3397000,3311000,3255000,3440000,3825000,3642000,3890000,3885000
51011,GovAid,1128000,1270000,1264000,1333000,1401000,1640000,1578000,1555000,1552000,1643000,1864000,1791000,1923000,1951000
51013,GovAid,15400000,17287000,17290000,18057000,18697000,21761000,20635000,20318000,20362000,22251000,25598000,25413000,27692000,28294000
51017,GovAid,399000,448000,453000,474000,490000,567000,530000,517000,497000,523000,578000,548000,581000,584000
51019,GovAid,5484000,6165000,6218000,6618000,6987000,8287000,8006000,7891000,7695000,8234000,9221000,8921000,9516000,9644000
51021,GovAid,517000,578000,573000,608000,632000,731000,689000,676000,658000,689000,758000,726000,761000,766000
51023,GovAid,2505000,2801000,2846000,3026000,3174000,3715000,3587000,3505000,3441000,3651000,4081000,3894000,4157000,4177000
51025,GovAid,1291000,1441000,1432000,1505000,1563000,1815000,1733000,1677000,1628000,1700000,1887000,1783000,1894000,1889000
51027,GovAid,2133000,2345000,2323000,2408000,2471000,2845000,2657000,2543000,2443000,2570000,2839000,2695000,2864000,2850000
51029,GovAid,1118000,1261000,1268000,1344000,1407000,1666000,1594000,1562000,1526000,1651000,1831000,1773000,1877000,1898000
51033,GovAid,1794000,2001000,2041000,2202000,2369000,2942000,2922000,2931000,2895000,3091000,3487000,3353000,3600000,3671000
51036,GovAid,576000,645000,653000,692000,715000,833000,799000,775000,762000,805000,900000,858000,903000,898000
51037,GovAid,1019000,1137000,1147000,1195000,1248000,1468000,1399000,1353000,1315000,1383000,1536000,1466000,1547000,1533000
51041,GovAid,21368000,24239000,24720000,26545000,28236000,33678000,32810000,32524000,32156000,34372000,38749000,37570000,40349000,41446000
51043,GovAid,1029000,1162000,1173000,1252000,1329000,1582000,1526000,1487000,1458000,1532000,1705000,1655000,1769000,1796000
51045,GovAid,418000,466000,467000,495000,519000,604000,574000,563000,543000,569000,644000,614000,650000,647000
51047,GovAid,2723000,3117000,3237000,3556000,3850000,4744000,4722000,4742000,4666000,4955000,5587000,5425000,5847000,5969000
51049,GovAid,745000,831000,840000,896000,932000,1113000,1068000,1055000,1035000,1112000,1238000,1184000,1241000,1242000
51051,GovAid,1346000,1488000,1480000,1553000,1610000,1876000,1753000,1693000,1659000,1737000,1923000,1833000,1936000,1925000
